timestamp,client_id,bw_requested
2024-09-03 19:00:00,1,501
2024-09-03 20:00:00,1,4503
2024-09-03 21:00:00,1,3380
2024-09-03 22:00:00,1,114
2024-09-03 23:00:00,1,2461
2024-09-04 00:00:00,1,3161
2024-09-04 01:00:00,1,4507
2024-09-04 02:00:00,1,3699
2024-09-04 03:00:00,1,801
2024-09-04 04:00:00,1,3443
2024-09-04 05:00:00,1,1456
2024-09-04 06:00:00,1,559
2024-09-04 07:00:00,1,4001
2024-09-04 08:00:00,1,2836
2024-09-04 09:00:00,1,660
2024-09-04 10:00:00,1,4154
2024-09-04 11:00:00,1,2425
2024-09-04 12:00:00,1,466
2024-09-04 13:00:00,1,1857
2024-09-04 14:00:00,1,2349
2024-09-04 15:00:00,1,4898
2024-09-04 16:00:00,1,2556
2024-09-04 17:00:00,1,3314
2024-09-04 18:00:00,1,3533
2024-09-04 19:00:00,1,1194
2024-09-04 20:00:00,1,2175
2024-09-04 21:00:00,1,2555
2024-09-04 22:00:00,1,3742
2024-09-04 23:00:00,1,4858
2024-09-05 00:00:00,1,1145
2024-09-05 01:00:00,1,4100
2024-09-05 02:00:00,1,4780
2024-09-05 03:00:00,1,608
2024-09-05 04:00:00,1,4
2024-09-05 05:00:00,1,3964
2024-09-05 06:00:00,1,3854
2024-09-05 07:00:00,1,3583
2024-09-05 08:00:00,1,1030
2024-09-05 09:00:00,1,3730
2024-09-05 10:00:00,1,1391
2024-09-05 11:00:00,1,1772
2024-09-05 12:00:00,1,2481
2024-09-05 13:00:00,1,432
2024-09-05 14:00:00,1,3070
2024-09-05 15:00:00,1,4000
2024-09-05 16:00:00,1,2886
2024-09-05 17:00:00,1,672
2024-09-05 18:00:00,1,2394
2024-09-05 19:00:00,1,2570
2024-09-05 20:00:00,1,1228
2024-09-05 21:00:00,1,4184
2024-09-05 22:00:00,1,4610
2024-09-05 23:00:00,1,1319
2024-09-06 00:00:00,1,4803
2024-09-06 01:00:00,1,736
2024-09-06 02:00:00,1,2047
2024-09-06 03:00:00,1,1258
2024-09-06 04:00:00,1,1468
2024-09-06 05:00:00,1,4693
2024-09-06 06:00:00,1,1668
2024-09-06 07:00:00,1,326
2024-09-06 08:00:00,1,1462
2024-09-06 09:00:00,1,379
2024-09-06 10:00:00,1,751
2024-09-06 11:00:00,1,3558
2024-09-06 12:00:00,1,3226
2024-09-06 13:00:00,1,1242
2024-09-06 14:00:00,1,182
2024-09-06 15:00:00,1,1223
2024-09-06 16:00:00,1,135
2024-09-06 17:00:00,1,903
2024-09-06 18:00:00,1,3768
2024-09-06 19:00:00,1,2345
2024-09-06 20:00:00,1,4644
2024-09-06 21:00:00,1,1256
2024-09-06 22:00:00,1,2043
2024-09-06 23:00:00,1,100
2024-09-07 00:00:00,1,4723
2024-09-07 01:00:00,1,3590
2024-09-07 02:00:00,1,4023
2024-09-07 03:00:00,1,3427
2024-09-07 04:00:00,1,2541
2024-09-07 05:00:00,1,201
2024-09-07 06:00:00,1,3433
2024-09-07 07:00:00,1,1429
2024-09-07 08:00:00,1,3599
2024-09-07 09:00:00,1,4287
2024-09-07 10:00:00,1,3754
2024-09-07 11:00:00,1,1113
2024-09-07 12:00:00,1,4637
2024-09-07 13:00:00,1,1252
2024-09-07 14:00:00,1,2546
2024-09-07 15:00:00,1,131
2024-09-07 16:00:00,1,3464
2024-09-07 17:00:00,1,4661
2024-09-07 18:00:00,1,3045
2024-09-07 19:00:00,1,2414
2024-09-07 20:00:00,1,4421
2024-09-07 21:00:00,1,2525
2024-09-07 22:00:00,1,605
2024-09-07 23:00:00,1,3340
2024-09-08 00:00:00,1,205
2024-09-08 01:00:00,1,968
2024-09-08 02:00:00,1,4328
2024-09-08 03:00:00,1,1750
2024-09-08 04:00:00,1,3986
2024-09-08 05:00:00,1,574
2024-09-08 06:00:00,1,3267
2024-09-08 07:00:00,1,896
2024-09-08 08:00:00,1,4776
2024-09-08 09:00:00,1,2057
2024-09-08 10:00:00,1,2481
2024-09-08 11:00:00,1,2365
2024-09-08 12:00:00,1,1243
2024-09-08 13:00:00,1,3202
2024-09-08 14:00:00,1,2493
2024-09-08 15:00:00,1,2496
2024-09-08 16:00:00,1,2592
2024-09-08 17:00:00,1,873
2024-09-08 18:00:00,1,3092
2024-09-08 19:00:00,1,1725
2024-09-08 20:00:00,1,2389
2024-09-08 21:00:00,1,1505
2024-09-08 22:00:00,1,1404
2024-09-08 23:00:00,1,3182
2024-09-09 00:00:00,1,480
2024-09-09 01:00:00,1,3471
2024-09-09 02:00:00,1,4637
2024-09-09 03:00:00,1,948
2024-09-09 04:00:00,1,1441
2024-09-09 05:00:00,1,906
2024-09-09 06:00:00,1,4998
2024-09-09 07:00:00,1,4825
2024-09-09 08:00:00,1,4638
2024-09-09 09:00:00,1,4336
2024-09-09 10:00:00,1,1184
2024-09-09 11:00:00,1,2056
2024-09-09 12:00:00,1,2187
2024-09-09 13:00:00,1,2801
2024-09-09 14:00:00,1,3110
2024-09-09 15:00:00,1,4934
2024-09-09 16:00:00,1,345
2024-09-09 17:00:00,1,1119
2024-09-09 18:00:00,1,1150
2024-09-09 19:00:00,1,4724
2024-09-09 20:00:00,1,1335
2024-09-09 21:00:00,1,3236
2024-09-09 22:00:00,1,2241
2024-09-09 23:00:00,1,2905
2024-09-10 00:00:00,1,12
2024-09-10 01:00:00,1,1620
2024-09-10 02:00:00,1,1032
2024-09-10 03:00:00,1,708
2024-09-10 04:00:00,1,3425
2024-09-10 05:00:00,1,1796
2024-09-10 06:00:00,1,2883
2024-09-10 07:00:00,1,61
2024-09-10 08:00:00,1,3933
2024-09-10 09:00:00,1,3622
2024-09-10 10:00:00,1,4133
2024-09-10 11:00:00,1,4599
2024-09-10 12:00:00,1,2583
2024-09-10 13:00:00,1,3736
2024-09-10 14:00:00,1,894
2024-09-10 15:00:00,1,3074
2024-09-10 16:00:00,1,2585
2024-09-10 17:00:00,1,3722
2024-09-10 18:00:00,1,3183
2024-09-10 19:00:00,1,706
2024-09-10 20:00:00,1,2685
2024-09-10 21:00:00,1,4075
2024-09-10 22:00:00,1,1547
2024-09-10 23:00:00,1,1346
2024-09-11 00:00:00,1,945
2024-09-11 01:00:00,1,2463
2024-09-11 02:00:00,1,3190
2024-09-11 03:00:00,1,3290
2024-09-11 04:00:00,1,475
2024-09-11 05:00:00,1,308
2024-09-11 06:00:00,1,3357
2024-09-11 07:00:00,1,2126
2024-09-11 08:00:00,1,4803
2024-09-11 09:00:00,1,650
2024-09-11 10:00:00,1,4469
2024-09-11 11:00:00,1,2586
2024-09-11 12:00:00,1,4688
2024-09-11 13:00:00,1,4132
2024-09-11 14:00:00,1,527
2024-09-11 15:00:00,1,3136
2024-09-11 16:00:00,1,219
2024-09-11 17:00:00,1,254
2024-09-11 18:00:00,1,2215
2024-09-11 19:00:00,1,3579
2024-09-11 20:00:00,1,3051
2024-09-11 21:00:00,1,3944
2024-09-11 22:00:00,1,4167
2024-09-11 23:00:00,1,1168
2024-09-12 00:00:00,1,2895
2024-09-12 01:00:00,1,648
2024-09-12 02:00:00,1,4920
2024-09-12 03:00:00,1,85
2024-09-12 04:00:00,1,208
2024-09-12 05:00:00,1,1339
2024-09-12 06:00:00,1,2635
2024-09-12 07:00:00,1,3045
2024-09-12 08:00:00,1,3051
2024-09-12 09:00:00,1,1364
2024-09-12 10:00:00,1,759
2024-09-12 11:00:00,1,4824
2024-09-12 12:00:00,1,3035
2024-09-12 13:00:00,1,137
2024-09-12 14:00:00,1,758
2024-09-12 15:00:00,1,3084
2024-09-12 16:00:00,1,3252
2024-09-12 17:00:00,1,1767
2024-09-12 18:00:00,1,4336
2024-09-12 19:00:00,1,683
2024-09-12 20:00:00,1,1813
2024-09-12 21:00:00,1,753
2024-09-12 22:00:00,1,2139
2024-09-12 23:00:00,1,1387
2024-09-13 00:00:00,1,936
2024-09-13 01:00:00,1,849
2024-09-13 02:00:00,1,3105
2024-09-13 03:00:00,1,1472
2024-09-13 04:00:00,1,4896
2024-09-13 05:00:00,1,2667
2024-09-13 06:00:00,1,486
2024-09-13 07:00:00,1,180
2024-09-13 08:00:00,1,1119
2024-09-13 09:00:00,1,3638
2024-09-13 10:00:00,1,1804
2024-09-13 11:00:00,1,4519
2024-09-13 12:00:00,1,16
2024-09-13 13:00:00,1,1512
2024-09-13 14:00:00,1,240
2024-09-13 15:00:00,1,1883
2024-09-13 16:00:00,1,3372
2024-09-13 17:00:00,1,95
2024-09-13 18:00:00,1,806
2024-09-13 19:00:00,1,250
2024-09-13 20:00:00,1,3297
2024-09-13 21:00:00,1,4152
2024-09-13 22:00:00,1,3665
2024-09-13 23:00:00,1,3899
2024-09-14 00:00:00,1,538
2024-09-14 01:00:00,1,2893
2024-09-14 02:00:00,1,2205
2024-09-14 03:00:00,1,2772
2024-09-14 04:00:00,1,506
2024-09-14 05:00:00,1,745
2024-09-14 06:00:00,1,184
2024-09-14 07:00:00,1,4976
2024-09-14 08:00:00,1,343
2024-09-14 09:00:00,1,1011
2024-09-14 10:00:00,1,3384
2024-09-14 11:00:00,1,3738
2024-09-14 12:00:00,1,1612
2024-09-14 13:00:00,1,1456
2024-09-14 14:00:00,1,1338
2024-09-14 15:00:00,1,1033
2024-09-14 16:00:00,1,2531
2024-09-14 17:00:00,1,1118
2024-09-14 18:00:00,1,117
2024-09-14 19:00:00,1,1759
2024-09-14 20:00:00,1,4664
2024-09-14 21:00:00,1,2884
2024-09-14 22:00:00,1,1500
2024-09-14 23:00:00,1,4255
2024-09-15 00:00:00,1,2881
2024-09-15 01:00:00,1,1682
2024-09-15 02:00:00,1,3313
2024-09-15 03:00:00,1,229
2024-09-15 04:00:00,1,261
2024-09-15 05:00:00,1,321
2024-09-15 06:00:00,1,4472
2024-09-15 07:00:00,1,3528
2024-09-15 08:00:00,1,1543
2024-09-15 09:00:00,1,1761
2024-09-15 10:00:00,1,2896
2024-09-15 11:00:00,1,2991
2024-09-15 12:00:00,1,60
2024-09-15 13:00:00,1,3648
2024-09-15 14:00:00,1,835
2024-09-15 15:00:00,1,598
2024-09-15 16:00:00,1,4881
2024-09-15 17:00:00,1,4905
2024-09-15 18:00:00,1,2921
2024-09-15 19:00:00,1,234
2024-09-15 20:00:00,1,2977
2024-09-15 21:00:00,1,3862
2024-09-15 22:00:00,1,1898
2024-09-15 23:00:00,1,4087
2024-09-16 00:00:00,1,1502
2024-09-16 01:00:00,1,4172
2024-09-16 02:00:00,1,1316
2024-09-16 03:00:00,1,2575
2024-09-16 04:00:00,1,1614
2024-09-16 05:00:00,1,729
2024-09-16 06:00:00,1,4917
2024-09-16 07:00:00,1,2475
2024-09-16 08:00:00,1,4224
2024-09-16 09:00:00,1,4796
2024-09-16 10:00:00,1,4137
2024-09-16 11:00:00,1,752
2024-09-16 12:00:00,1,2571
2024-09-16 13:00:00,1,3511
2024-09-16 14:00:00,1,3077
2024-09-16 15:00:00,1,3635
2024-09-16 16:00:00,1,4463
2024-09-16 17:00:00,1,2374
2024-09-16 18:00:00,1,4756
2024-09-16 19:00:00,1,3130
2024-09-16 20:00:00,1,1028
2024-09-16 21:00:00,1,912
2024-09-16 22:00:00,1,3517
2024-09-16 23:00:00,1,932
2024-09-17 00:00:00,1,3846
2024-09-17 01:00:00,1,2703
2024-09-17 02:00:00,1,3926
2024-09-17 03:00:00,1,1925
2024-09-17 04:00:00,1,1568
2024-09-17 05:00:00,1,3822
2024-09-17 06:00:00,1,3141
2024-09-17 07:00:00,1,3668
2024-09-17 08:00:00,1,2392
2024-09-17 09:00:00,1,1472
2024-09-17 10:00:00,1,2755
2024-09-17 11:00:00,1,461
2024-09-17 12:00:00,1,4685
2024-09-17 13:00:00,1,1157
2024-09-17 14:00:00,1,3738
2024-09-17 15:00:00,1,2217
2024-09-17 16:00:00,1,4455
2024-09-17 17:00:00,1,1122
2024-09-17 18:00:00,1,3269
2024-09-17 19:00:00,1,4572
2024-09-17 20:00:00,1,3302
2024-09-17 21:00:00,1,2986
2024-09-17 22:00:00,1,669
2024-09-17 23:00:00,1,1806
2024-09-18 00:00:00,1,4524
2024-09-18 01:00:00,1,3557
2024-09-18 02:00:00,1,3612
2024-09-18 03:00:00,1,3906
2024-09-18 04:00:00,1,546
2024-09-18 05:00:00,1,2061
2024-09-18 06:00:00,1,2360
2024-09-18 07:00:00,1,1647
2024-09-18 08:00:00,1,2984
2024-09-18 09:00:00,1,723
2024-09-18 10:00:00,1,719
2024-09-18 11:00:00,1,1106
2024-09-18 12:00:00,1,2052
2024-09-18 13:00:00,1,78
2024-09-18 14:00:00,1,472
2024-09-18 15:00:00,1,3794
2024-09-18 16:00:00,1,3346
2024-09-18 17:00:00,1,659
2024-09-18 18:00:00,1,3148
2024-09-18 19:00:00,1,3484
2024-09-18 20:00:00,1,4878
2024-09-18 21:00:00,1,1619
2024-09-18 22:00:00,1,2551
2024-09-18 23:00:00,1,266
2024-09-19 00:00:00,1,4800
2024-09-19 01:00:00,1,4889
2024-09-19 02:00:00,1,1012
2024-09-19 03:00:00,1,1111
2024-09-19 04:00:00,1,3018
2024-09-19 05:00:00,1,2445
2024-09-19 06:00:00,1,2793
2024-09-19 07:00:00,1,2094
2024-09-19 08:00:00,1,4410
2024-09-19 09:00:00,1,1381
2024-09-19 10:00:00,1,3173
2024-09-19 11:00:00,1,555
2024-09-19 12:00:00,1,1784
2024-09-19 13:00:00,1,2263
2024-09-19 14:00:00,1,1298
2024-09-19 15:00:00,1,4008
2024-09-19 16:00:00,1,866
2024-09-19 17:00:00,1,16
2024-09-19 18:00:00,1,1696
2024-09-19 19:00:00,1,1144
2024-09-19 20:00:00,1,3463
2024-09-19 21:00:00,1,3685
2024-09-19 22:00:00,1,3526
2024-09-19 23:00:00,1,936
2024-09-20 00:00:00,1,774
2024-09-20 01:00:00,1,3277
2024-09-20 02:00:00,1,742
2024-09-20 03:00:00,1,2374
2024-09-20 04:00:00,1,3867
2024-09-20 05:00:00,1,2193
2024-09-20 06:00:00,1,1924
2024-09-20 07:00:00,1,4856
2024-09-20 08:00:00,1,2989
2024-09-20 09:00:00,1,875
2024-09-20 10:00:00,1,1724
2024-09-20 11:00:00,1,3431
2024-09-20 12:00:00,1,1287
2024-09-20 13:00:00,1,635
2024-09-20 14:00:00,1,4450
2024-09-20 15:00:00,1,2689
2024-09-20 16:00:00,1,2582
2024-09-20 17:00:00,1,1859
2024-09-20 18:00:00,1,726
2024-09-20 19:00:00,1,2454
2024-09-20 20:00:00,1,1898
2024-09-20 21:00:00,1,37
2024-09-20 22:00:00,1,2393
2024-09-20 23:00:00,1,125
2024-09-21 00:00:00,1,373
2024-09-21 01:00:00,1,3775
2024-09-21 02:00:00,1,1683
2024-09-21 03:00:00,1,1426
2024-09-21 04:00:00,1,3313
2024-09-21 05:00:00,1,4549
2024-09-21 06:00:00,1,1823
2024-09-21 07:00:00,1,4392
2024-09-21 08:00:00,1,1675
2024-09-21 09:00:00,1,3827
2024-09-21 10:00:00,1,341
2024-09-21 11:00:00,1,4134
2024-09-21 12:00:00,1,4557
2024-09-21 13:00:00,1,1260
2024-09-21 14:00:00,1,4052
2024-09-21 15:00:00,1,2434
2024-09-21 16:00:00,1,3099
2024-09-21 17:00:00,1,3258
2024-09-21 18:00:00,1,3598
2024-09-21 19:00:00,1,969
2024-09-21 20:00:00,1,1683
2024-09-21 21:00:00,1,206
2024-09-21 22:00:00,1,2799
2024-09-21 23:00:00,1,2255
2024-09-22 00:00:00,1,2982
2024-09-22 01:00:00,1,1623
2024-09-22 02:00:00,1,4272
2024-09-22 03:00:00,1,2887
2024-09-22 04:00:00,1,2999
2024-09-22 05:00:00,1,3930
2024-09-22 06:00:00,1,1415
2024-09-22 07:00:00,1,1958
2024-09-22 08:00:00,1,4082
2024-09-22 09:00:00,1,2087
2024-09-22 10:00:00,1,2184
2024-09-22 11:00:00,1,4278
2024-09-22 12:00:00,1,4298
2024-09-22 13:00:00,1,133
2024-09-22 14:00:00,1,3743
2024-09-22 15:00:00,1,2087
2024-09-22 16:00:00,1,4390
2024-09-22 17:00:00,1,281
2024-09-22 18:00:00,1,1110
2024-09-22 19:00:00,1,4010
2024-09-22 20:00:00,1,2348
2024-09-22 21:00:00,1,1843
2024-09-22 22:00:00,1,827
2024-09-22 23:00:00,1,1244
2024-09-23 00:00:00,1,3843
2024-09-23 01:00:00,1,986
2024-09-23 02:00:00,1,4042
2024-09-23 03:00:00,1,1608
2024-09-23 04:00:00,1,460
2024-09-23 05:00:00,1,4681
2024-09-23 06:00:00,1,1994
2024-09-23 07:00:00,1,2855
2024-09-23 08:00:00,1,2896
2024-09-23 09:00:00,1,4007
2024-09-23 10:00:00,1,3827
2024-09-23 11:00:00,1,1192
2024-09-23 12:00:00,1,1367
2024-09-23 13:00:00,1,1315
2024-09-23 14:00:00,1,135
2024-09-23 15:00:00,1,4557
2024-09-23 16:00:00,1,1835
2024-09-23 17:00:00,1,1179
2024-09-23 18:00:00,1,3111
2024-09-23 19:00:00,1,4707
2024-09-23 20:00:00,1,2775
2024-09-23 21:00:00,1,4098
2024-09-23 22:00:00,1,4353
2024-09-23 23:00:00,1,495
2024-09-24 00:00:00,1,558
2024-09-24 01:00:00,1,472
2024-09-24 02:00:00,1,4402
2024-09-24 03:00:00,1,4565
2024-09-24 04:00:00,1,220
2024-09-24 05:00:00,1,4760
2024-09-24 06:00:00,1,1142
2024-09-24 07:00:00,1,3167
2024-09-24 08:00:00,1,532
2024-09-24 09:00:00,1,651
2024-09-24 10:00:00,1,3285
2024-09-24 11:00:00,1,4215
2024-09-24 12:00:00,1,2370
2024-09-24 13:00:00,1,2218
2024-09-24 14:00:00,1,3242
2024-09-24 15:00:00,1,2545
2024-09-24 16:00:00,1,174
2024-09-24 17:00:00,1,4029
2024-09-24 18:00:00,1,1587
2024-09-24 19:00:00,1,4134
2024-09-24 20:00:00,1,474
2024-09-24 21:00:00,1,3724
2024-09-24 22:00:00,1,358
2024-09-24 23:00:00,1,46
2024-09-25 00:00:00,1,4227
2024-09-25 01:00:00,1,646
2024-09-25 02:00:00,1,639
2024-09-25 03:00:00,1,4094
2024-09-25 04:00:00,1,1123
2024-09-25 05:00:00,1,1027
2024-09-25 06:00:00,1,157
2024-09-25 07:00:00,1,1829
2024-09-25 08:00:00,1,3059
2024-09-25 09:00:00,1,3059
2024-09-25 10:00:00,1,1683
2024-09-25 11:00:00,1,4478
2024-09-25 12:00:00,1,1028
2024-09-25 13:00:00,1,1157
2024-09-25 14:00:00,1,2846
2024-09-25 15:00:00,1,3847
2024-09-25 16:00:00,1,1028
2024-09-25 17:00:00,1,4692
2024-09-25 18:00:00,1,2661
2024-09-25 19:00:00,1,2148
2024-09-25 20:00:00,1,1774
2024-09-25 21:00:00,1,4829
2024-09-25 22:00:00,1,3999
2024-09-25 23:00:00,1,2443
2024-09-26 00:00:00,1,3346
2024-09-26 01:00:00,1,306
2024-09-26 02:00:00,1,2276
2024-09-26 03:00:00,1,2213
2024-09-26 04:00:00,1,4810
2024-09-26 05:00:00,1,2892
2024-09-26 06:00:00,1,1022
2024-09-26 07:00:00,1,3689
2024-09-26 08:00:00,1,4845
2024-09-26 09:00:00,1,2418
2024-09-26 10:00:00,1,477
2024-09-26 11:00:00,1,246
2024-09-26 12:00:00,1,2620
2024-09-26 13:00:00,1,2980
2024-09-26 14:00:00,1,3826
2024-09-26 15:00:00,1,3098
2024-09-26 16:00:00,1,4783
2024-09-26 17:00:00,1,718
2024-09-26 18:00:00,1,1383
2024-09-26 19:00:00,1,3905
2024-09-26 20:00:00,1,1116
2024-09-26 21:00:00,1,4046
2024-09-26 22:00:00,1,3748
2024-09-26 23:00:00,1,1330
2024-09-27 00:00:00,1,508
2024-09-27 01:00:00,1,2551
2024-09-27 02:00:00,1,848
2024-09-27 03:00:00,1,2742
2024-09-27 04:00:00,1,552
2024-09-27 05:00:00,1,3798
2024-09-27 06:00:00,1,4257
2024-09-27 07:00:00,1,3984
2024-09-27 08:00:00,1,2239
2024-09-27 09:00:00,1,2152
2024-09-27 10:00:00,1,4127
2024-09-27 11:00:00,1,4783
2024-09-27 12:00:00,1,3420
2024-09-27 13:00:00,1,2631
2024-09-27 14:00:00,1,2220
2024-09-27 15:00:00,1,4598
2024-09-27 16:00:00,1,3350
2024-09-27 17:00:00,1,4921
2024-09-27 18:00:00,1,3365
2024-09-27 19:00:00,1,4537
2024-09-27 20:00:00,1,4465
2024-09-27 21:00:00,1,4716
2024-09-27 22:00:00,1,4221
2024-09-27 23:00:00,1,2943
2024-09-28 00:00:00,1,1210
2024-09-28 01:00:00,1,358
2024-09-28 02:00:00,1,1222
2024-09-28 03:00:00,1,275
2024-09-28 04:00:00,1,3648
2024-09-28 05:00:00,1,1481
2024-09-28 06:00:00,1,581
2024-09-28 07:00:00,1,3108
2024-09-28 08:00:00,1,1202
2024-09-28 09:00:00,1,4052
2024-09-28 10:00:00,1,2869
2024-09-28 11:00:00,1,2991
2024-09-28 12:00:00,1,1112
2024-09-28 13:00:00,1,3139
2024-09-28 14:00:00,1,1676
2024-09-28 15:00:00,1,970
2024-09-28 16:00:00,1,2564
2024-09-28 17:00:00,1,4532
2024-09-28 18:00:00,1,4568
2024-09-28 19:00:00,1,3432
2024-09-28 20:00:00,1,25
2024-09-28 21:00:00,1,2934
2024-09-28 22:00:00,1,2691
2024-09-28 23:00:00,1,4360
2024-09-29 00:00:00,1,2765
2024-09-29 01:00:00,1,3790
2024-09-29 02:00:00,1,459
2024-09-29 03:00:00,1,712
2024-09-29 04:00:00,1,347
2024-09-29 05:00:00,1,3098
2024-09-29 06:00:00,1,2770
2024-09-29 07:00:00,1,1519
2024-09-29 08:00:00,1,3686
2024-09-29 09:00:00,1,125
2024-09-29 10:00:00,1,4390
2024-09-29 11:00:00,1,4060
2024-09-29 12:00:00,1,3763
2024-09-29 13:00:00,1,371
2024-09-29 14:00:00,1,1009
2024-09-29 15:00:00,1,98
2024-09-29 16:00:00,1,4796
2024-09-29 17:00:00,1,620
2024-09-29 18:00:00,1,4695
2024-09-29 19:00:00,1,4133
2024-09-29 20:00:00,1,3591
2024-09-29 21:00:00,1,3359
2024-09-29 22:00:00,1,3251
2024-09-29 23:00:00,1,3353
2024-09-30 00:00:00,1,1093
2024-09-30 01:00:00,1,4670
2024-09-30 02:00:00,1,3665
2024-09-30 03:00:00,1,1340
2024-09-30 04:00:00,1,3778
2024-09-30 05:00:00,1,2687
2024-09-30 06:00:00,1,1834
2024-09-30 07:00:00,1,4087
2024-09-30 08:00:00,1,311
2024-09-30 09:00:00,1,2039
2024-09-30 10:00:00,1,373
2024-09-30 11:00:00,1,3970
2024-09-30 12:00:00,1,4476
2024-09-30 13:00:00,1,4163
2024-09-30 14:00:00,1,501
2024-09-30 15:00:00,1,217
2024-09-30 16:00:00,1,1304
2024-09-30 17:00:00,1,1458
2024-09-30 18:00:00,1,354
2024-09-30 19:00:00,1,487
2024-09-30 20:00:00,1,2502
2024-09-30 21:00:00,1,4457
2024-09-30 22:00:00,1,1161
2024-09-30 23:00:00,1,1641
2024-10-01 00:00:00,1,2032
2024-09-01 00:00:00,2,2410
2024-09-01 01:00:00,2,1174
2024-09-01 02:00:00,2,3403
2024-09-01 03:00:00,2,2995
2024-09-01 04:00:00,2,3333
2024-09-01 05:00:00,2,4899
2024-09-01 06:00:00,2,2897
2024-09-01 07:00:00,2,1247
2024-09-01 08:00:00,2,4445
2024-09-01 09:00:00,2,4849
2024-09-01 10:00:00,2,1719
2024-09-01 11:00:00,2,2833
2024-09-01 12:00:00,2,2143
2024-09-01 13:00:00,2,1970
2024-09-01 14:00:00,2,1462
2024-09-01 15:00:00,2,4931
2024-09-01 16:00:00,2,2629
2024-09-01 17:00:00,2,2232
2024-09-01 18:00:00,2,17
2024-09-01 19:00:00,2,2120
2024-09-01 20:00:00,2,2840
2024-09-01 21:00:00,2,3787
2024-09-01 22:00:00,2,368
2024-09-01 23:00:00,2,426
2024-09-02 00:00:00,2,4412
2024-09-02 01:00:00,2,2716
2024-09-02 02:00:00,2,3599
2024-09-02 03:00:00,2,3665
2024-09-02 04:00:00,2,4113
2024-09-02 05:00:00,2,2388
2024-09-02 06:00:00,2,2981
2024-09-02 07:00:00,2,4049
2024-09-02 08:00:00,2,3806
2024-09-02 09:00:00,2,2665
2024-09-02 10:00:00,2,2852
2024-09-02 11:00:00,2,4888
2024-09-02 12:00:00,2,1339
2024-09-02 13:00:00,2,164
2024-09-02 14:00:00,2,3569
2024-09-02 15:00:00,2,4009
2024-09-02 16:00:00,2,4052
2024-09-02 17:00:00,2,4264
2024-09-02 18:00:00,2,1663
2024-09-02 19:00:00,2,1055
2024-09-02 20:00:00,2,3683
2024-09-02 21:00:00,2,2725
2024-09-02 22:00:00,2,3844
2024-09-02 23:00:00,2,3785
2024-09-03 00:00:00,2,1707
2024-09-03 01:00:00,2,4768
2024-09-03 02:00:00,2,2494
2024-09-03 03:00:00,2,782
2024-09-03 04:00:00,2,679
2024-09-03 05:00:00,2,4951
2024-09-03 06:00:00,2,330
2024-09-03 07:00:00,2,4454
2024-09-03 08:00:00,2,3270
2024-09-03 09:00:00,2,535
2024-09-03 10:00:00,2,496
2024-09-03 11:00:00,2,145
2024-09-03 12:00:00,2,3163
2024-09-03 13:00:00,2,2622
2024-09-03 14:00:00,2,631
2024-09-03 15:00:00,2,501
